current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
41434237.13,5851356.71,3663401.0,18546.13,-2169409.58,100469.29,Hardware,47884790.07,11.23,0.0278,LOW
45299410.53,8507081.08,7349762.2,108472.4,-1048846.48,36372.84,Office Supplies,48270924.87,6.07,0.0338,LOW
82549439.45,9102762.67,5850699.4,293997.98,-2958065.29,970701.55,Infrastructure,89830941.06,13.28,0.0165,LOW
54892014.56,7119287.12,6130885.19,108910.96,-879490.97,381801.79,Marketing,56981802.39,8.74,0.0358,LOW
88435900.77,13251530.16,8240975.95,8632.43,-5001921.78,187172.28,Services,102452441.87,10.7,0.0244,LOW
198470091.71,18768255.71,12889229.45,277209.78,-5601816.48,47624.35,Office Supplies,214094346.65,15.07,0.0035,LOW
52802681.93,19541768.23,18250936.34,795599.8,-495232.1,213556.13,Marketing,53957043.03,2.76,0.1546,HIGH
9375137.58,12366378.93,7020268.0,584575.18,-4761535.75,439378.0,Marketing,23233336.05,1.18,0.1743,HIGH
39661436.38,10289726.46,6318160.17,378171.92,-3593394.37,193055.91,Marketing,49611749.34,5.89,0.0288,MEDIUM
100221732.87,11357442.78,7744161.57,520483.85,-3092797.36,33633.43,Office Supplies,109795910.06,12.12,0.0313,LOW
5857322.94,846370.68,544237.36,16902.09,-285231.23,889401.33,Infrastructure,5782335.02,8.85,0.0127,LOW
208643884.06,19611751.36,18553635.73,22223.63,-1035891.99,499492.41,Hardware,211149744.77,11.21,0.0266,LOW
157824510.96,19930430.67,12057479.92,790895.07,-7082055.68,59075.95,Software,179201603.95,12.28,0.0446,LOW
202116108.21,17382859.43,11956301.5,19259.79,-5407298.14,241153.37,Hardware,218358797.14,16.86,0.0495,LOW
141601861.26,12550389.53,10898400.57,436768.12,-1215220.84,453588.91,Infrastructure,144515624.81,12.45,0.0179,LOW
132178312.83,10554491.76,9035267.87,481299.47,-1037924.42,279321.57,Software,134901740.69,13.86,0.0159,LOW
34225251.85,3997296.68,3042444.03,129031.53,-825821.12,75941.86,Services,36727287.92,10.77,0.0254,LOW
32354346.49,4386382.63,3283073.64,66743.07,-1036565.91,381326.25,Marketing,35186448.53,9.54,0.0072,LOW
88907509.35,7326133.7,5371099.85,81456.92,-1873576.93,18518.01,Software,94239926.5,16.3,0.0178,LOW
161688813.68,13629686.6,11042036.37,302090.77,-2285559.46,234674.11,Marketing,168713621.51,14.23,0.0167,LOW
13953457.5,1174046.27,796402.63,18707.5,-358936.13,32349.91,Office Supplies,15052776.76,17.08,0.0356,LOW
81218056.72,13220050.97,9346368.5,143620.6,-3730061.86,52621.84,Marketing,91784050.23,8.55,0.0127,LOW
79300155.55,5976396.03,5665844.83,27835.99,-282715.22,372600.44,Marketing,79728181.67,13.86,0.0158,LOW
28143920.86,8606993.99,4955528.67,379124.84,-3272340.48,9500.69,Office Supplies,38264725.29,5.27,0.0326,MEDIUM
15093608.18,8623221.84,6624969.83,227435.07,-1770816.94,23580.87,Office Supplies,20264911.6,2.2,0.1491,HIGH
8237807.6,4457838.55,3811403.24,194006.28,-452429.03,34151.69,Marketing,9559336.15,2.05,0.101,HIGH
2191435.58,2176449.94,1525998.69,78972.28,-571478.97,415225.36,Hardware,3514833.5,1.11,0.1155,HIGH
194297617.32,13693756.04,11859182.07,463436.89,-1371137.08,672036.65,Infrastructure,197690701.69,15.71,0.0063,LOW
148181193.15,10645578.8,8520172.79,252229.96,-1873176.05,203564.23,Marketing,153382003.55,16.87,0.0067,LOW
83472956.74,6304397.03,5982689.15,89245.05,-232462.82,444684.84,Hardware,83720271.41,13.67,0.0329,LOW
4524861.86,626932.41,376840.48,5121.34,-244970.59,161550.7,Services,5115257.42,11.42,0.0216,LOW
92115641.1,7165773.8,5575173.07,134869.35,-1455731.38,83813.72,Services,96367071.34,16.12,0.0381,LOW
7776530.77,7150465.49,6292240.7,278539.69,-579685.1,652200.34,Infrastructure,8866214.72,1.08,0.5462,HIGH
65961107.74,11662117.99,9236660.62,208769.91,-2216687.46,122796.52,Software,72273867.79,6.97,0.047,LOW
24888830.91,4033457.44,2297610.0,88339.62,-1647507.83,58837.45,Services,29582697.6,10.41,0.0433,LOW
86722319.41,7481993.6,6737741.77,228325.75,-515926.08,42999.12,Office Supplies,88106042.81,12.44,0.0472,LOW
153266933.53,14706826.98,10844832.83,642540.06,-3219454.08,251272.24,Software,161997840.52,13.32,0.0429,LOW
94960801.7,10473129.07,7147539.36,453564.7,-2872025.0,478206.64,Infrastructure,103582947.16,12.43,0.0177,LOW
108342894.69,13947433.81,8972905.71,452318.45,-4522209.64,52694.93,Services,121056839.93,11.49,0.0292,LOW
135355705.66,13938766.34,10265334.97,382699.27,-3290732.1,61360.19,Services,145715041.55,12.71,0.0402,LOW
24019976.22,1683414.21,1340193.44,21845.09,-321375.68,776419.29,Infrastructure,24177069.97,17.07,0.0212,LOW
143956056.69,10740578.79,8925882.45,333010.97,-1481685.37,654457.38,Infrastructure,147424308.32,15.48,0.0356,LOW
115063793.52,8311088.11,7524454.34,389829.61,-396804.16,148853.75,Software,116068657.49,14.52,0.0403,LOW
18004068.04,2520192.08,1739892.99,24386.49,-755912.61,130823.39,Infrastructure,20282215.26,10.13,0.0061,LOW
147577641.27,17723131.81,10859741.11,187535.25,-6675855.45,425477.17,Marketing,166329109.76,13.32,0.0264,LOW
7834442.56,10157295.44,5842705.93,324935.9,-3989653.61,272212.17,Software,19663644.99,1.23,0.2187,HIGH
83800304.69,8257133.01,5913399.75,49661.69,-2294071.57,96660.86,Software,90777822.66,14.04,0.0199,LOW
120035799.17,14625418.97,11101986.0,535501.61,-2987931.35,442347.95,Marketing,128404196.31,10.28,0.0468,LOW
7564934.48,1981934.65,1199955.31,56435.38,-725543.96,32239.81,Office Supplies,9579062.53,6.0,0.0247,MEDIUM
124359706.43,13218942.69,11975155.67,290790.48,-952996.54,23880.59,Office Supplies,127145605.58,10.14,0.0222,LOW
104904444.58,12938370.87,9801141.15,297746.84,-2839482.87,103524.83,Software,113369493.38,10.38,0.0346,LOW
10265799.53,4249487.2,2873415.07,106822.62,-1269249.51,395796.58,Hardware,13488343.71,3.31,0.0379,MEDIUM
18541008.58,4842744.84,3518693.13,65228.4,-1258823.31,100883.17,Services,22441354.45,5.15,0.0378,MEDIUM
84353513.44,19299376.34,13284622.82,957126.12,-5057627.4,284846.35,Software,99380828.06,5.9,0.0413,MEDIUM
72825635.09,6998321.13,5093701.79,338700.86,-1565918.48,414961.4,Marketing,77059410.72,13.33,0.0236,LOW
31442990.05,8835043.43,7218119.3,384544.88,-1232379.26,33671.41,Software,35312190.59,4.13,0.0451,MEDIUM
17718876.47,6305850.96,4083136.08,126195.11,-2096519.78,40656.93,Services,23789048.54,4.2,0.0004,MEDIUM
17270022.51,4846622.7,3364999.26,222522.52,-1259100.92,36773.04,Office Supplies,20814032.2,4.8,0.0366,MEDIUM
12033667.26,1144752.09,703105.02,39958.02,-401689.05,177202.71,Marketing,13130138.22,15.96,0.0035,LOW
68356247.58,11796813.86,9642836.47,336705.36,-1817272.04,246188.48,Marketing,73328513.6,6.82,0.0351,LOW
68856404.2,9861732.04,6845523.14,357759.58,-2658449.32,114853.15,Services,76316996.48,9.54,0.0033,LOW
34498950.51,5682188.58,5222548.08,105375.0,-354265.49,236752.75,Software,35388726.46,6.43,0.0308,LOW
161297186.05,10554537.81,9197321.11,230588.61,-1126628.08,132930.95,Marketing,164615904.54,17.09,0.0416,LOW
83080944.17,19667920.31,13271137.71,569925.38,-5826857.22,29723.67,Hardware,100262746.23,6.0,0.0477,LOW
204319118.0,15156027.8,13088653.81,576957.95,-1490416.04,182635.9,Infrastructure,208269432.46,14.94,0.041,LOW
164136645.45,15793998.48,10422484.04,458471.69,-4913042.75,186717.15,Software,179546945.27,15.07,0.0378,LOW
10952420.04,2246808.34,1981242.61,29505.57,-236060.16,194477.41,Software,11499166.49,5.35,0.0171,MEDIUM
74084441.91,8901898.77,7259325.81,75436.54,-1567136.42,600075.13,Infrastructure,77965409.94,10.02,0.024,LOW
173677843.13,17559621.46,10320838.9,189231.72,-7049550.83,218372.18,Software,194997897.37,16.5,0.0096,LOW
228651507.85,15255739.21,14321706.33,699295.18,-234737.7,194004.25,Hardware,229105670.22,15.21,0.0333,LOW
171011050.93,15716007.13,14782426.47,738835.45,-194745.21,492445.07,Marketing,171063452.38,10.99,0.0279,LOW
224103715.12,15163627.86,12725975.63,388839.35,-2048812.88,16245.96,Software,230457533.42,17.09,0.0427,LOW
7328231.79,619576.43,581762.6,21591.74,-16222.09,269988.98,Marketing,7103632.82,11.7,0.035,LOW
63311306.07,4411058.83,3873100.01,46585.97,-491372.85,127804.72,Software,64755670.57,16.12,0.0247,LOW
40870686.16,4322580.64,2554396.65,25874.29,-1742309.7,60552.24,Services,45896875.31,15.82,0.0316,LOW
114946306.66,13284769.69,10618860.55,503876.4,-2162032.74,305712.76,Marketing,121613138.37,10.31,0.0298,LOW
185444984.99,16927787.65,16033045.11,556880.27,-337862.27,871069.72,Infrastructure,185544516.81,11.13,0.0146,LOW
124106279.95,10057046.93,7206064.78,286114.37,-2564867.78,455752.61,Hardware,131747328.52,16.5,0.0489,LOW
73911977.15,6401266.04,5145283.6,8020.37,-1247962.07,990572.13,Infrastructure,76898821.98,14.15,0.0494,LOW
18636497.33,8700638.16,6594538.85,35729.39,-2070369.92,12401.07,Office Supplies,25075595.17,2.81,0.0536,HIGH
30919345.04,8007525.28,5077450.37,252904.45,-2677170.46,198290.54,Software,39259976.84,5.76,0.0246,MEDIUM
17806006.7,2958925.09,1630938.88,4937.27,-1323048.94,195232.69,Hardware,21474988.6,10.77,0.0402,LOW
121163595.02,19697097.48,17065771.73,176354.94,-2454970.82,193394.04,Services,128623840.16,7.02,0.0464,LOW
133902004.67,13704599.85,13005972.72,588241.75,-110385.39,48379.1,Office Supplies,134201745.33,9.85,0.027,LOW
129432586.88,17350987.49,11628156.23,37488.42,-5685342.85,152612.13,Marketing,147382484.55,11.08,0.0165,LOW
88894440.22,7447405.64,7047491.63,212314.64,-187599.36,53080.11,Software,89384601.18,12.24,0.0422,LOW
124819897.09,17899074.91,14416804.3,709546.49,-2772724.11,28951.06,Services,133656999.83,8.25,0.0283,LOW
69772124.01,7707300.38,5986434.24,90347.24,-1630518.9,39253.0,Office Supplies,74290701.14,11.48,0.0198,LOW
147238144.36,15498800.26,11609306.89,483926.95,-3405566.42,49230.74,Office Supplies,156841934.8,12.17,0.0491,LOW
119768458.73,18320464.82,12511184.85,894202.55,-4915077.42,881555.1,Infrastructure,132553592.76,8.87,0.0348,LOW
30215609.72,4188138.55,2739761.19,6849.65,-1441527.71,693052.2,Infrastructure,33868652.06,10.75,0.0494,LOW
63930894.02,6867964.53,6281835.1,217860.82,-368268.61,266682.45,Marketing,64715968.35,9.79,0.0358,LOW
99738649.41,19230910.52,10923815.38,206110.8,-8100984.34,118952.11,Marketing,122299400.17,8.95,0.0026,LOW
133489156.06,19359669.21,16766333.18,621889.54,-1971446.49,108678.75,Services,139015898.62,7.67,0.0031,LOW
41185170.09,5414174.5,3971306.13,217590.6,-1225277.77,195260.37,Services,44796782.74,9.79,0.0175,LOW
15138995.78,13249693.43,12185480.15,37956.33,-1026256.95,283472.89,Hardware,17807573.61,1.22,0.5033,HIGH
9424618.99,8032636.39,6006055.42,14942.33,-2011638.65,107794.04,Services,15214448.71,1.55,0.1956,HIGH
40742979.11,2628541.62,2339749.96,17764.24,-271027.43,201305.19,Software,41355580.5,17.2,0.0052,LOW
172294959.05,17556390.52,13747812.13,145203.21,-3663375.18,177976.5,Services,183458296.74,12.39,0.0193,LOW
11013177.3,6802229.02,4723857.54,91466.2,-1986905.28,200632.97,Software,16979746.88,2.25,0.1885,HIGH
98430991.82,14804135.3,11481983.92,46383.27,-3275768.11,311894.07,Hardware,108200087.65,8.51,0.0061,LOW
20559617.63,3340155.02,2178781.04,72033.74,-1089340.24,61675.33,Hardware,23949497.53,9.11,0.0258,LOW
42686852.22,5066536.68,3294252.89,151720.38,-1620563.41,18453.77,Office Supplies,47730105.04,12.38,0.0466,LOW
15328566.05,8520861.59,4946856.06,348420.24,-3225585.29,498192.91,Marketing,24605564.04,2.8,0.0258,HIGH
33068637.3,18378934.41,16322829.6,70773.86,-1985330.95,214334.3,Software,38542753.49,2.0,0.1892,HIGH
31801765.92,2889967.17,2115174.58,48733.47,-726059.12,128872.63,Services,33812803.23,14.64,0.0232,LOW
45141232.27,5291876.78,3379175.67,211361.83,-1701339.28,119528.04,Software,49968461.96,12.54,0.0147,LOW
17849921.79,6491999.64,4591353.88,260314.12,-1640331.63,378733.96,Hardware,22206239.25,3.6,0.0301,MEDIUM
14533839.05,1587764.84,1496566.03,79054.87,-12143.94,29427.26,Office Supplies,14541663.72,9.21,0.0171,LOW
96354160.5,12467782.39,6894225.99,573566.51,-4999989.89,40744.03,Services,111651970.96,12.9,0.0218,LOW
52662317.57,5012949.3,3062720.55,123277.55,-1826951.2,27745.39,Hardware,58117113.69,16.52,0.0093,LOW
96392021.93,6090378.07,5601508.37,253566.27,-235303.43,120771.35,Services,97024186.74,16.44,0.0457,LOW
146383247.45,14952560.46,13637769.6,559011.86,-755778.99,44012.32,Office Supplies,148560545.55,10.31,0.0168,LOW
117084228.14,11260288.87,8863899.48,444812.5,-1951576.89,188697.69,Software,122521678.8,12.56,0.0313,LOW
8334041.92,3240938.06,1907004.4,89399.69,-1244533.96,83024.22,Software,11999251.24,4.13,0.0463,MEDIUM
21229979.94,13564950.95,10534674.42,109946.43,-2920330.1,187079.41,Software,30005115.72,1.98,0.1418,HIGH
7326024.12,3860559.27,2608747.78,125054.99,-1126756.49,14609.39,Office Supplies,10438975.99,2.67,0.0313,HIGH
36944822.67,16899673.51,12780844.86,835277.93,-3283550.72,156139.75,Hardware,47362460.13,2.7,0.2227,HIGH
4505206.3,3175128.09,2219893.53,9598.82,-945635.74,87785.14,Software,7057035.1,1.98,0.0531,HIGH
10111760.44,2753574.36,1746794.67,41629.56,-965150.13,45133.6,Services,12861082.27,5.63,0.0232,MEDIUM
100900471.83,9823516.58,8066633.7,473750.84,-1283132.04,73805.23,Services,104927564.15,11.81,0.0069,LOW
20801916.19,3096186.94,2295417.26,145896.42,-654873.25,131089.4,Software,22711041.6,8.47,0.0282,LOW
69261185.18,8290275.61,7660319.84,241954.21,-388001.56,939709.43,Infrastructure,69521952.2,8.65,0.0176,LOW
140464752.77,13601194.87,9852897.42,52946.82,-3695350.63,107560.02,Software,152071244.05,14.17,0.0345,LOW
94228214.95,15832091.72,12622150.57,132904.56,-3077036.58,359142.48,Marketing,102642319.81,7.36,0.0282,LOW
82080342.38,10367576.74,9623479.22,472106.94,-271990.58,870401.46,Infrastructure,82025795.5,8.04,0.0024,LOW
54320203.22,19001769.47,13158199.21,43210.13,-5800360.13,84856.25,Hardware,72592410.24,4.11,0.0416,MEDIUM
206934573.53,16383913.21,15388017.9,116644.49,-879250.82,19728.24,Office Supplies,209582106.37,13.35,0.0112,LOW
54987442.84,13154452.23,12022041.09,363002.12,-769409.02,54136.86,Services,57098130.46,4.44,0.0447,MEDIUM
108652077.13,19024882.24,13746472.13,820526.3,-4457883.82,24640.13,Office Supplies,122382416.25,7.46,0.0456,LOW
59222141.21,8559694.27,6373766.14,47936.59,-2137991.54,816736.3,Infrastructure,64901520.09,9.1,0.0449,LOW
89460833.41,15940235.85,9517621.43,719396.71,-5703217.71,75763.62,Software,105290282.07,8.73,0.0099,LOW
38157028.08,2789938.98,2256706.48,71949.79,-461282.7,103157.43,Hardware,39393751.08,16.34,0.0105,LOW
90034075.26,17466465.04,14664161.03,696030.88,-2106273.13,735246.05,Infrastructure,95400894.87,5.81,0.0188,MEDIUM
16278852.08,11824790.96,7480349.43,166229.15,-4178212.38,28468.29,Office Supplies,28476962.39,2.13,0.0552,HIGH
120235592.66,13566097.68,9398462.32,425346.15,-3742289.21,446151.31,Hardware,131589584.77,12.19,0.0249,LOW
6829556.31,5534300.44,3723054.32,43208.66,-1768037.46,416143.91,Marketing,11949943.63,1.7,0.1705,HIGH
12646695.86,3814710.08,2566292.48,115858.86,-1132558.75,124774.08,Software,15880329.13,4.67,0.0026,MEDIUM
79994017.94,6536386.97,5571048.59,240088.67,-725249.71,72971.52,Hardware,82105159.31,13.75,0.0204,LOW
120009921.62,10758602.69,9101032.5,346758.62,-1310811.58,166489.56,Services,123752996.16,12.68,0.0294,LOW
40802873.64,9044011.8,6847692.51,316658.54,-1879660.75,450069.58,Marketing,46164666.04,5.63,0.0121,MEDIUM
74343152.27,12863189.9,7601347.61,516577.35,-4745264.94,149326.74,Infrastructure,88236911.98,9.14,0.0164,LOW
76805498.68,6055553.55,5315487.21,83955.92,-656110.42,18891.12,Office Supplies,78805918.87,14.22,0.0299,LOW
64058130.26,12917095.36,7258878.66,506147.13,-5152069.58,245950.3,Hardware,79124869.52,8.22,0.0028,LOW
35397660.82,6520524.04,5255280.61,68619.61,-1196623.82,49549.54,Hardware,38763279.33,6.64,0.0388,LOW
13451848.93,5612699.62,3426783.14,98626.86,-2087289.63,36990.71,Software,19359564.12,3.81,0.0313,MEDIUM
17219415.61,7468858.97,5445687.86,19518.44,-2003652.67,74966.66,Services,23295568.67,3.14,0.0313,MEDIUM
57552646.52,6867055.92,6079196.04,99132.03,-688727.86,387456.74,Infrastructure,59172104.29,9.25,0.0462,LOW
106508658.16,8369310.89,7658036.03,313370.11,-397904.75,134140.99,Software,107502234.1,13.34,0.0372,LOW
27865484.11,15751107.94,8812247.13,216735.9,-6722124.91,217918.53,Hardware,49119159.21,3.06,0.0203,MEDIUM
24146744.95,9423383.47,6600104.86,29071.6,-2794207.01,7128.98,Office Supplies,32225282.55,3.64,0.0231,MEDIUM
17390790.28,1418433.97,1013441.13,31143.21,-373849.63,16374.4,Services,18509168.13,16.63,0.0496,LOW
112250963.69,19497730.24,16454226.64,702573.71,-2340929.89,235371.25,Infrastructure,118678111.77,6.53,0.0187,LOW
748678.21,520860.85,438208.23,23271.7,-59380.93,456992.24,Marketing,458812.79,0.63,0.4662,CRITICAL
176888965.32,19628223.97,17981598.2,267464.43,-1379161.34,34055.12,Services,180924155.57,9.69,0.029,LOW
45573887.82,5655548.04,3344653.76,226330.05,-2084564.23,10190.68,Office Supplies,51855181.02,12.76,0.0188,LOW
9414466.71,8376270.02,4721171.0,330643.26,-3324455.77,77261.16,Software,18810310.52,1.85,0.2173,HIGH
23680766.62,2836474.53,2652945.84,17672.5,-165856.19,246932.73,Marketing,23954703.33,8.77,0.0445,LOW
48141475.89,8451014.94,5788348.91,99027.18,-2563638.84,138961.44,Services,55338783.09,8.15,0.0449,LOW
5367121.07,4000156.71,2992537.77,57362.53,-950256.4,398163.49,Hardware,7612304.94,1.63,0.1411,HIGH
20531659.4,3783260.37,2297812.81,116883.62,-1368563.94,876856.13,Infrastructure,24031493.69,8.14,0.0283,LOW
65973546.07,14810511.25,11028725.68,400429.67,-3381355.9,35829.61,Marketing,76059298.16,5.77,0.0196,MEDIUM
177200960.19,17790882.5,14347613.95,471270.77,-2971997.78,272139.86,Software,186219969.93,11.94,0.0258,LOW
7278128.39,2802645.4,1612911.21,91494.53,-1098239.67,207676.72,Software,10407625.0,4.15,0.0472,MEDIUM
131106254.51,10827799.08,7532292.82,80096.41,-3215409.85,257022.45,Marketing,139792036.87,17.19,0.0143,LOW
72924750.09,10723443.05,6026457.95,337350.25,-4359634.85,62944.84,Services,86320027.52,11.45,0.02,LOW
46586438.08,5381755.44,3034542.41,249247.22,-2097965.81,10127.14,Office Supplies,52472262.98,14.18,0.0362,LOW
19671072.3,7645383.73,6134659.25,223834.82,-1286889.65,199313.19,Software,23376165.02,3.06,0.0611,MEDIUM
31975676.79,2854955.27,2579566.88,11048.58,-264339.81,314075.36,Marketing,32485614.36,12.22,0.0017,LOW
12696062.44,9734828.46,6834064.57,469781.33,-2430982.56,337758.09,Marketing,19824521.89,1.69,0.2475,HIGH
45105977.47,5638984.27,3287625.69,213599.77,-2137758.81,47697.72,Services,51435558.26,12.87,0.0017,LOW
150182980.57,12549927.46,8982919.35,20633.53,-3546374.58,114708.62,Hardware,160560241.27,16.67,0.0413,LOW
52403222.72,3783349.15,3517498.09,185452.53,-80398.54,85428.26,Services,52550057.02,14.13,0.0163,LOW
84299466.27,19820258.27,14050369.24,753201.07,-5016687.96,175741.66,Services,98174530.84,5.68,0.0297,MEDIUM
95153835.33,18272548.31,12390438.86,214994.3,-5667115.15,203619.89,Software,111911351.78,7.53,0.0036,LOW
23228472.94,2749490.65,2407703.72,15679.47,-326107.46,124528.42,Services,24030825.19,9.53,0.0227,LOW
99031643.01,16032062.31,12548102.32,233402.33,-3250557.65,230014.17,Software,107977158.36,7.73,0.0424,LOW
23182532.16,3269626.7,2253624.29,11556.33,-1004446.08,178567.53,Marketing,26191387.44,10.16,0.0483,LOW
44553712.5,8110112.8,6050012.31,196493.04,-1863607.44,202617.23,Software,50266480.36,7.1,0.0465,LOW
151260949.92,16892720.4,15359787.07,728594.85,-804338.48,133619.26,Software,153352733.5,9.39,0.0293,LOW
25983537.64,4717622.0,4476231.75,121190.11,-120200.14,41054.81,Office Supplies,26285457.51,5.64,0.0256,MEDIUM
45745921.05,8151123.89,6555165.32,258601.91,-1337356.67,256310.35,Software,49446890.59,6.68,0.0203,LOW
124691330.11,13066764.5,7310048.46,314470.99,-5442245.04,89245.15,Services,140245922.75,16.34,0.0013,LOW
45146065.13,4135106.6,2511035.79,2795.44,-1621275.37,209117.46,Software,49924520.1,17.88,0.0008,LOW
19451787.62,9671616.3,5341545.18,17241.43,-4312829.68,138518.16,Software,31396774.07,3.6,0.0071,MEDIUM
13769056.05,2673492.12,2330724.92,110150.27,-232616.93,417359.92,Marketing,14019139.55,5.47,0.0088,MEDIUM
31360301.88,3305669.73,2357127.48,83187.75,-865354.5,176066.62,Services,33708742.27,12.78,0.0079,LOW
44020434.84,16552925.75,14013223.82,203913.67,-2335788.27,38520.94,Office Supplies,51482472.14,3.09,0.1962,MEDIUM
44928829.77,17506992.05,13205593.42,270811.4,-4030587.23,24623.79,Office Supplies,57572900.46,3.33,0.0258,MEDIUM
86281262.31,15748616.4,12548876.39,395559.47,-2804180.54,45678.96,Office Supplies,94535663.59,6.66,0.0038,LOW
77536443.36,10273019.31,8072640.1,385834.87,-1814544.34,557546.82,Infrastructure,82617482.16,9.1,0.0131,LOW
108355644.2,12686932.69,8150717.75,277584.65,-4258630.28,157764.83,Services,120624854.83,12.84,0.0064,LOW
26039325.75,9936127.7,7858657.17,242702.82,-1834767.71,208403.94,Software,31520939.81,3.19,0.0242,MEDIUM
36610025.65,4114693.59,2506184.24,205049.46,-1403459.89,48071.76,Software,40469310.59,13.49,0.0048,LOW
139511205.27,12560737.66,9814804.82,116755.37,-2629177.47,141729.15,Marketing,146747918.98,14.03,0.0352,LOW
127832454.97,8195321.81,7178488.94,320175.88,-696656.98,22022.95,Marketing,129866622.48,17.04,0.0387,LOW
32230635.04,6275370.98,4939691.98,33334.71,-1302344.29,176413.17,Software,35915055.1,6.45,0.0361,LOW
266588579.76,19012177.78,17684154.67,307718.97,-1020304.14,194215.43,Software,269409291.69,14.81,0.0372,LOW
237230065.11,18181828.41,13482935.0,85001.72,-4613891.69,117915.44,Hardware,251831965.67,17.48,0.0329,LOW
62987147.28,9342752.47,5860927.36,272318.35,-3209506.76,275608.87,Hardware,73069325.21,10.22,0.0165,LOW
34761620.19,7616437.83,4354222.97,82757.26,-3179457.6,710307.25,Infrastructure,44135620.06,7.67,0.017,LOW
77633158.92,18161473.78,10449029.35,801141.0,-6911303.42,331426.33,Marketing,97573414.06,6.87,0.031,LOW
250225269.1,18811041.21,14713707.95,561458.37,-3535874.9,300944.7,Marketing,260372364.65,16.36,0.037,LOW
39629654.5,3189276.43,2236625.22,91229.38,-861421.83,803322.7,Infrastructure,41347524.73,16.68,0.0052,LOW
4829548.78,6141674.65,4484189.84,82582.56,-1574902.25,14093.2,Office Supplies,9279417.57,1.05,0.1714,HIGH
45632330.46,17105484.07,10470830.47,425457.34,-6209196.26,386696.06,Marketing,64493752.5,4.15,0.0137,MEDIUM
9888732.46,4031574.6,2376637.65,60779.74,-1594157.2,7170.31,Office Supplies,14829789.63,4.05,0.0295,MEDIUM
23828180.19,9851680.72,9253829.29,360857.63,-236993.8,29664.3,Office Supplies,24556906.7,2.48,0.1015,HIGH
8896254.38,4478048.32,3275605.19,148141.79,-1054301.34,931708.04,Infrastructure,11147920.22,2.33,0.1957,HIGH
23270956.71,6875094.93,5173142.4,57851.04,-1644101.49,26831.92,Hardware,28029701.36,4.44,0.0368,MEDIUM
40706115.16,6791198.77,6357289.16,144818.8,-289090.81,295487.55,Software,41306896.99,6.22,0.0498,LOW
2995023.47,1776049.14,1289053.55,59826.96,-427168.63,48380.46,Office Supplies,4308899.08,2.18,0.1261,HIGH
80994455.85,18630439.72,11704359.09,415681.92,-6510398.71,355263.22,Hardware,101331736.38,6.65,0.0433,LOW
50277957.17,4617951.22,4270286.92,218201.3,-129463.01,100475.8,Software,50541495.22,11.18,0.04,LOW
132295272.71,11117954.52,10401600.87,81781.47,-634572.17,463061.75,Marketing,133624126.47,12.58,0.0473,LOW
68776088.41,12041417.67,10118799.6,331774.87,-1590843.2,99256.24,Hardware,73458694.53,6.57,0.0152,LOW
62985580.16,9486798.91,7776448.05,452592.87,-1257757.98,381915.93,Hardware,66475834.4,7.61,0.0257,LOW
13335248.36,2162912.43,1832896.92,31723.13,-298292.39,235700.37,Infrastructure,14054601.11,7.03,0.0161,LOW
44475114.29,14728193.48,10095952.81,677972.17,-3954268.5,73269.94,Marketing,55738960.07,4.12,0.0233,MEDIUM
36198640.66,6170346.7,4346465.74,132460.83,-1691420.13,169577.93,Hardware,40893051.92,8.04,0.0226,LOW
10931816.08,886852.8,754655.25,36858.61,-95338.93,245417.64,Marketing,10955348.23,13.5,0.035,LOW
98309589.68,9935715.76,7124322.66,424466.42,-2386926.67,242353.41,Software,104854601.33,12.99,0.0227,LOW
56867389.6,10808635.47,9256045.79,220.88,-1552368.8,20617.76,Office Supplies,61704777.12,6.14,0.007,LOW
29878283.69,12084581.3,8803880.16,31796.89,-3248904.25,283986.48,Hardware,38825920.81,3.35,0.0098,MEDIUM
140829400.37,12509286.82,11772416.63,555955.88,-180914.31,929330.26,Infrastructure,140454345.88,11.35,0.0157,LOW
137324528.41,13945644.96,10783886.82,342643.99,-2819114.14,12712.01,Services,146146876.89,12.34,0.0059,LOW
91123686.22,16503001.12,13289452.07,723675.05,-2489874.0,487759.41,Marketing,97897838.29,6.47,0.0001,LOW
13965639.28,8126289.52,4803634.71,286858.94,-3035795.87,853393.39,Infrastructure,22806260.23,2.58,0.0136,HIGH
13879681.5,4920541.71,4424641.79,93154.88,-402745.05,63454.91,Services,15012864.04,3.06,0.2137,MEDIUM
25237356.71,12828985.06,10041872.03,83086.12,-2704026.91,38115.64,Office Supplies,33462547.01,2.49,0.1285,HIGH
33587542.55,8469367.45,7135415.64,139782.31,-1194169.51,40488.11,Services,37276150.67,4.61,0.0093,MEDIUM
20125951.47,2759779.95,1749836.83,136845.78,-873097.34,265636.37,Marketing,22644744.17,10.53,0.043,LOW
39795748.61,4452121.66,3087871.4,149400.73,-1214849.53,600001.97,Infrastructure,43056898.1,12.11,0.0232,LOW
108207460.0,15616824.92,11145998.96,399645.58,-4071180.38,357734.29,Marketing,120371088.29,9.34,0.0074,LOW
101002120.87,7015037.58,5674193.18,79474.13,-1261370.26,21535.3,Office Supplies,104716825.02,17.55,0.0088,LOW
